"id";"title";"year";"depth";"citingFilled";"geosimvalid"
"10205683474789650410";"Estimation of forest carbon distribution for Xianju county based on spatial simulation.";"2014";"2";"false";"451"
"17657094595441339060";"A model-based assessment of reef larvae dispersal in the Western Indian Ocean reveals regional connectivity patterns—Potential implications for conservation …";"2016";"2";"false";"833"
"12311485564517719515";" Towards a generic approach to develop 2D-3D multiagent geosimulation";"2005";"2";"false";"249"
"5351621991525926642";"An automated and optimized approach for online spatial biodiversity model: a case study of OGC web processing service";"2019";"2";"false";"390"
"15090029405903354146";" A Geosimulation for the Future Spatial Distribution of the Global Population";"2017";"2";"false";"306"
"14759190901641281634";"Evaluation of global climate model on performances of precipitation simulation and prediction in the Huaihe River basin";"2018";"2";"false";"619"
"12152567875747168117";"Geostatistical modeling of spatial uncertainty in a spatially explicit forest landscape model simulation";"2005";"2";"false";"344"
"11370803087241690116";"Computer vision algorithms, vehicle navigation and remote sensing technologies, and smart traffic planning and analytics in urban transportation systems";"2022";"2";"false";"652"
"14047726836088558603";"A Multi-Disciplinary Strategy for Indentifying Affective Usability Aspects in Educational Geosimulation Systems";"2008";"2";"false";"132"
"16782278416098906501";"The Capabilities of Simulation in Spatial Planning.";"2011";"2";"false";"806"
"14921430946007496647";"Spatial simulation model to predict the Colorado potato beetle invasion under different management strategies";"2008";"2";"false";"285"
"2048701030121357287";" A new age for geosimulation";"2005";"2";"false";"417"
"14959699677220473096";"How to involve stakeholders in the modeling process";"2015";"2";"false";"701"
"16602701512466061191";"Assessment of soil erosion dynamics using the GIS-Based RUSLE Model: A case study of wangjiagou watershed from the Three Gorges Reservoir Region …";"2018";"2";"false";"518"
"3019246072661369004";"Spatial simulation and modelling of the early Pleistocene site of DS (Bed I, Olduvai Gorge, Tanzania): a powerful tool for predicting potential archaeological …";"2017";"2";"false";"146"
"13501071104283836716";"Geosimulation and spatial analysis: Linking Cellular Automata and Neural Networks to Forecast Land Use/Cover Change";"2005";"2";"false";"292"
"15760992162941355156";" Risk Management and Assessment";"2020";"2";"false";"694"
"4018475043194509697";"Geospatial Simulation Model of Deforestation and Reforestation Using Multicriteria Evaluation";"2020";"2";"false";"758"
"10290817596550825893";"Wildland surface fire behaviour: a spatial simulation model for operational emergency management";"2021";"2";"false";"313"
"1683385393591837963";"A hybrid CA-ANN-Fuzzy model for simulating coastal changing patterns";"2018";"2";"false";"770"
"14243127569647276057";" A Spatial Simulation Model for the Dispersal of the Bluetongue Vector Culicoides brevitarsis in Australia";"2014";"2";"false";"174"
"7201748256278125817";"E se la forma seguisse la funzione? L'esplorazione della desiderabilità nella città di Skopje";"2013";"2";"false";"637"
"7311824008881096605";" Research data collection at the Reynolds creek experimental watershed";"2007";"2";"false";"726"
"5487434658484902755";"Spatial Simulation of Snow Processes";"1980";"2";"false";"122"
"15462231924786765163";" Integrating multi-criteria analysis and spherical cellular automata approach for modelling global urban land-use change";"2022";"2";"false";"509"
"18001170426736587816";" GEOSIMULATION METHODS FOR SETTLEMENT MORPHOLOGIES ANALYSIS AND TERRITORIAL DEVELOPMENT CYCLES";"2018";"2";"false";"142"
"1352000574316495002";"A spatial simulation model for shadow fading processes in mobile radio channels";"2004";"2";"false";"318"
"6833936631912443972";"Landscape modeling of coastal habitat change in the Mississippi Delta";"2000";"2";"false";"501"
"14059702024758863500";" SPATIAL SIMULATION SYSTEMS AND METHODOLOGIES IN DIGITAL CITIES";"NA";"2";"false";"378"
"17860128158593984993";"Meteorological correlates and AirQ+ health risk assessment of ambient fine particulate matter in Tehran, Iran";"2019";"2";"false";"528"
"12408157066296283630";"Dynamic building environment dashboard: Spatial simulation data visualization in sustainable design";"2017";"2";"false";"243"
"666305124388597384";" A simple agricultural land use model implemented using Geographical Vector Agents (GVA)";"NA";"2";"false";"559"
"2768612542847700070";"An integrated urban development and ecological simulation model";"2000";"2";"false";"766"
"984476102073578692";" SPATIAL SIMULATION OF A (H1N1) INFLUENZA VIRUS SPREADING COMPARISON WITH REGIONAL DATA";"NA";"2";"false";"291"
"7570973061257032887";" SETTLEMENT GROWTH PREDICTION USING NEURAL NETWORK AND CELLULAR AUTOMATA.";"2008";"2";"false";"674"
"12959699282582301516";"Geosimulation and Multicriteria Modelling of Residential Land Development in the City of Tehran: A Comparative Analysis of Global and Local Models";"2017";"2";"false";"225"
"11595280973907963914";"Evaluation of daily precipitation analyses in E‐OBS (v19. 0e) and ERA5 by comparison to regional high‐resolution datasets in European regions";"2022";"2";"false";"727"
"16094142210766374966";"Simulation of spatial sensor characteristics in the context of the EnMAP hyperspectral mission";"2010";"2";"false";"575"
"7668216507259497172";" Activity based variable grid cellular automata for urban and regional modelling";"2011";"2";"false";"319"
"13648701117269265790";"A cellular automata-ready GIS infrastructure for geosimulation and territorial analysis";"2009";"2";"false";"206"
"9566052019558402215";"Enabling geosimulations for global scale: Spherical geographic automata";"2023";"2";"false";"751"
"864528562758849074";"Educational Geostimulation";"2007";"2";"false";"603"
"280337450659949395";" Laboratory simulation techniques in the design process to promote sustainability in architecture";"2004";"2";"false";"828"
"17457790912513729514";"The parallel system for integrating impact models and sectors (pSIMS)";"2013";"2";"false";"437"
"3109804242600882350";" Cambio de uso del suelo y escorrentía superficial: aplicación de un modelo de simulación espacial en Los Ángeles, VIII Región del Biobío, Chile";"2006";"2";"false";"442"
"11878713206725822629";"A future land use simulation model (FLUS) for simulating multiple land use scenarios by coupling human and natural effects";"2017";"2";"false";"635"
"4004362284011188032";"Spatiotemporal simulation of urban growth patterns using agent-based modeling: The case of Tehran";"2013";"2";"false";"591"
"4197203125500349970";"Agent-based evaluation of humanitarian relief goods supply capability";"2019";"2";"false";"446"
"16680849365368743660";"Managing plastic waste from agriculture through reverse logistics and dynamic modeling";"2019";"2";"false";"659"
"9402583479178508769";" The validation of a pasture growth model for monitoring of seasonal conditions in rangelands";"2007";"2";"false";"466"
"6287022581504694227";"Characterization, possible sources and health risk assessment of PM2. 5-bound Heavy Metals in the most industrial city of Iran";"2021";"2";"false";"794"
"6166368692395244872";" … between fleets in the tuna fisheries of western and central pacific using a multi-gear multi-species and age-structured spatial simulation model: a preliminary …";"1999";"2";"false";"457"
"1024549880156202307";"A GIS-based irregular cellular automata model of land-use change";"2007";"2";"false";"634"
"10788466641935135066";"Stochastic simulation of fugitive dust emissions";"1997";"2";"false";"786"
"3612174570486989814";" Real-time Cities";"2008";"2";"false";"476"
"6079206776113272431";" Australian Grassland and Rangeland Assessment by Spatial Simulation (Aussie GRASS) High Rainfall Zone Temperate Pastures Sub-project";"NA";"2";"false";"140"
"5408349833159014278";" Flatfish 2.0 A bio-economical spatial simulation model for plaice (Pleuronectes platessa) and sole (Solea solea) in the North Sea: User manual";"1997";"2";"false";"175"
"4598512131171554827";"A review of wildland fire spread modelling.";"2017";"2";"false";"719"
"84564331075161091";"A hydrological modeling framework for defining achievable performance standards for pesticides";"2012";"2";"false";"738"
"8024093787478510959";"A new grid-scale model simulating the spatiotemporal distribution of PM2. 5-PAHs for exposure assessment";"2016";"2";"false";"850"
"14472793314053472749";"Introduction to NetLogo";"2015";"2";"false";"598"
"3963275461528227946";"Integration of hard and soft supervised machine learning for flood susceptibility mapping";"2021";"2";"false";"804"
"10794210695209625703";"Multiscale modeling: Application to traffic flow";"2017";"2";"false";"656"
"2090969388815352901";" Advances in spatial data handling: Geospatial dynamics, geosimulation and exploratory visualization";"2012";"2";"false";"395"
"4645169198948442518";" Assessment of Australia's grasslands and rangelands by spatial simulation";"NA";"2";"false";"101"
"5375445458567701456";"Technology Framework for Real-Time Assessment of Spatial Conflicts in Building Retrofitting";"2021";"2";"false";"704"
"9811809153637719822";" Models and methods for rural land use planning and their applicability in Galicia (Spain)";"2005";"2";"false";"734"
"5947332431428877603";"Implementation of Traditional Techniques";"2012";"2";"false";"584"
"7494015912501667075";"Introduction to “Space oddity: recent advances incorporating spatial processes in the fishery stock assessment and management interface”";"2017";"2";"false";"790"
"14052527324850903655";" AGNPS model and factors affecting its prediction deviation.";"NA";"2";"false";"555"
"5221850165375227011";" Altimeter-derived soil moisture determination–global scope and validation";"2011";"2";"false";"506"
"1865379839242006459";"Augmenting physical 3D models with projected information to support environmental knowledge exchange";"2019";"2";"false";"640"
"7780736677143120521";" Multi-objective spatial optimization for sustainable landscape design";"2021";"2";"false";"401"
"15716447917062523227";"Book Review: Handbook of Transport Geography and Spatial Systems (D. Hensher, K. Button, K. Haynes and P. Sopher (eds.))";"2006";"2";"false";"594"
"8939869793587954741";" Gene flow in forest trees: from empirical estimates to transgenic risk assessment";"2002";"2";"false";"569"
"14177359195086078167";"A general-purpose geosimulation infrastructure for spatial decision support";"2009";"2";"false";"222"
"5543589589686540212";"Evaluation of CMIP6 Models and Multi-Model Ensemble for Extreme Precipitation over Arid Central Asia";"2023";"2";"false";"672"
"3336384081942880946";"SD–GIS-based temporal–spatial simulation of water quality in sudden water pollution accidents";"2011";"2";"false";"25"
"1744559875005232976";"Optimization methodology for land use patterns—evaluation based on multiscale habitat pattern comparison";"2003";"2";"false";"830"
"14085672528521729909";" Geosimulation: object-based modeling of urban phenomena";"2004";"2";"false";"81"
"10650668304998630129";" Land use change dynamics: A dynamic spatial simulation";"2002";"2";"false";"163"
"12097950507926513656";"Spatial simulation of rock strength properties using a Markov-Bayes method";"1993";"2";"false";"160"
"15195579030395664006";" Review of Modeling and Simulating Urban Processes";"2012";"2";"false";"479"
"2290508934382722649";" Estimation of daily flow rate of photovoltaic water pumping systems using solar radiation data";"2018";"2";"false";"826"
"8823864080962209956";" Dynamic simulation of land use/cover change and assessment of forest ecosystem carbon storage under climate change scenarios in Guangdong Province …";"2022";"2";"false";"517"
"15935204166830521499";"Sensor-Driven, Spatially Explicit Agent-Based Models";"2019";"2";"false";"802"
"11558355469494590392";"Modeling the emergence of riots: A geosimulation approach";"2017";"2";"false";"205"
"7858420015349863155";"Review of Geospatial Techniques in Urban Planning (Advances in Geographic Information Science)";"2013";"2";"false";"471"
"16786550798051560016";"Data Assimilation and Geostatistics in Ecological Modeling";"2001";"2";"false";"809"
"18315514103561922558";" The importance of volunteered geographic information for the validation of flood inundation models";"2018";"2";"false";"327"
"4871549465898671840";"Agent-based multicomponent spatial simulation of a fishery";"2020";"2";"false";"321"
"2735146698690552261";"Spatial simulation of redistribution of fishing effort in Nigerian coastal waters using Ecospace";"2019";"2";"false";"211"
"5331804218443250847";"A hybrid approach integrating entropy-AHP and GIS for suitability assessment of urban emergency facilities";"2020";"2";"false";"539"
"998197162580545134";" An agent-based simulation of the Swiss labour market: an alternative for the labour market policy evaluation";"2013";"2";"false";"811"
"3281320190974832773";"Modeling combined geological and grade uncertainty: application of multiple-point simulation at the Apensu gold deposit, Ghana";"2013";"2";"false";"678"
"5498929782226807378";"Agent-based geosimulation for assessment of urban emergency response plans";"2018";"2";"false";"1"
"10700924639890908264";"The impact of interactions in spatial simulation of the dynamics of urban sprawl";"2005";"2";"false";"44"
"6306524761249111689";"Assessment of landslide susceptibility zonation using frequency ratio and statistical index: a case study of Al-Fawar basin, Tartous, Syria";"2022";"2";"false";"810"
"5180590765555264826";"A preliminary study: An agent-based spatial simulation of human-coastal environment interaction in coastal urban tropical area";"2017";"2";"false";"172"
"771614813213926504";"Two studies on the control of wildlife-derived tuberculosis: farmer views and model validation: a thesis presented in partial fulfilment of the requirements for the degree …";"2002";"2";"false";"807"
"9172987646387729379";"Spatial simulation of contrail formation in near-field of commercial aircraft";"2015";"2";"false";"303"
"1032568769245268407";" Implementing a Geoinformatics Course for Secondary Schools: First Lessons to be Learned";"2014";"2";"false";"616"
"12498303701013360409";"A method to model neighborhood interactions in geosimulation of urbanization processes";"2006";"2";"false";"113"
"10761628490186957308";" Modelling the potential distribution of an invasive mosquito species: comparative evaluation of four machine learning methods and their combinations";"2018";"2";"false";"167"
"5996769342500942720";" Integrated assessment of land-use/land-cover dynamics on carbon storage services in the Loess Plateau of China from 1995 to 2050";"2021";"2";"false";"731"
"2021618531757955940";"Spatial simulation of epizootics caused by Beauveria bassiana in Russian wheat aphid populations";"1999";"2";"false";"204"
"8466178633542623795";"Integrating multi-agent evacuation simulation and multi-criteria evaluation for spatial allocation of urban emergency shelters";"2018";"2";"false";"715"
"10538030333255031810";"Combining indicators for decision making in planning issues: A theoretical approach to perform sustainability assessment";"2019";"2";"false";"831"
"8523723432867184510";" CLEANED tool: Live spatial simulation to develop a shared vision for a sustainable livestock value chain transformation";"2018";"2";"false";"464"
"9412614424780606291";"Cellular automata and multi-agent systems as planning support tools";"2003";"2";"false";"441"
"4633329809762871506";"MAELIA-OWM: agro-environmental and socio-economic modelling and assessment tool for territorial management of organic resources";"2020";"2";"false";"548"
"6587577223158781691";" The Dynamic Spatial Simulation Modelling of the Effects of Land Use Change on Avian Species";"NA";"2";"false";"218"
