"number";"title";"id";"year"
"1";"Declarative task delegation in OpenMOLE";"9352724239543915462";"2010"
"2";"Intelligent software: the OpenMol program";"1526305999368062499";"1994"
"3";"OpenMOLE, a workflow engine specifically tailored for the distributed exploration of simulation models";"11665166017377686868";"2013"
"4";"Efficacy analysis of a SDN-enhanced resource management system through NAS parallel benchmarks";"4143098091699698049";"2014"
"5";"Parallel stochastic simulations with rigorous distribution of pseudo‐random numbers with DistMe: Application to life science simulations";"16655472900354418000";"2012"
"6";"Tutorials";"1365636722280893252";"2015"
"7";"Parallel multiobjective evolutionary algorithms";"15177765814743892702";"2015"
"8";"EPIS: a grid platform to ease and optimize multi-agent simulators running";"11041966961482471336";"2011"
"9";"Half a billion simulations: Evolutionary algorithms and distributed computing for calibrating the SimpopLocal geographical model";"5750425554346314152";"2015"
"10";"Distribution of random streams for simulation practitioners";"7702865746285108345";"2013"
"11";"OpenMOLE: a Workflow Engine for Distributed Medical Image Analysis";"7502488252604575971";"2014"
"12";" Reproducible Large-Scale Neuroimaging Studies with the OpenMOLE Workflow Management System";"18248814012294141264";"2017"
"13";" Building Scientific Workflows on the Grid: A Comparison between OpenMole and Taverna";"907410134065770359";""
"14";"Using parallel computing to improve the scalability of models with BDI agents";"1162534567459567696";"2017"
"15";"The complex system science for optimal strategy of management of a food system: the camembert cheese ripening";"7812175105402305066";"2011"
"16";"Parallel analysis of time series data";"12345084526197536108";"2010"
"17";" High Performance Computing";"5938934037256783432";"2010"
"18";" The complex system science for optimal strategy of management of a food system: the camembert cheese ripening";"12829055590934484431";""
"19";"How to correctly deal with pseudorandom numbers in manycore environments: Application to GPU programming with Shoverand";"1244871432579400239";"2012"
"20";"Large-scale social simulation, dealing with complexity challenges in high performance environments";"17041386231876381264";"2014"
"21";"A distributed model for automated diagnosis of whole-slide H&E stained prostate tissue images";"13806802109934122790";"2017"
"22";"Optimal viable path search for a cheese ripening process using a multi-objective EA.";"6692114317104736749";"2010"
"23";"Contributions to parallel stochastic simulation: Application of good software engineering practices to the distribution of pseudorandom streams in hybrid Monte-Carlo …";"4809593535313479575";"2013"
"24";"Automated processing of zebrafish imaging data: a survey";"18097246449451717808";"2013"
"25";"Distributed simulation optimization and parameter exploration framework for the cloud";"5678532831255814298";"2017"
"26";" Beyond corroboration: Strengthening model validation by looking for unexpected patterns";"1699663051565167789";"2015"
"27";" A workflow to process 3D+ time microscopy images of developing organisms and reconstruct their cell lineage";"3401557356897008067";"2016"
"28";"Data-centric iteration in dynamic workflows";"12939673326353368649";"2015"
"29";"Artificial intelligence support for computational chemistry";"5447560889806594795";"1997"
"30";"An Urban Morphogenesis Model Capturing Interactions between Networks and Territories";"1733317322551838105";"2018"
"31";" e-Science and the Grid";"7782483191154292999";"2004"
"32";"SOF: Zero Configuration Simulation Optimization Framework on the Cloud";"3300020818438124785";"2016"
"33";"Using abstract nodes to test the behavior of a dynamic system";"76544329669996587";"2017"
"34";" AMOSSWEB: ab initio molecular orbital calculation service system in the world-wide web environment";"13438315584874888168";""
"35";"A grid-based multistage algorithm for parameter simulation-optimization of complex system";"4273235028552532196";"2013"
"36";"Visualization of solvation structures in liquid mixtures";"9109800777518659695";"1997"
"37";"Exploring Complex Models in NetLogo";"13870310663596611031";"2017"
"38";"Data reduction in scientific workflows using provenance monitoring and user steering";"1867186822319577156";"2017"
"39";" Jonathan Passerat-Palmbach";"13715654526040088252";"2013"
"40";"Algorithmes évolutionnaires sur grille de calcul pour le calibrage de modéles géographiques";"6879403270247345183";"2012"
"41";"ProgressiVis: A toolkit for steerable progressive analytics and visualization";"14898897859599499412";"2015"
"42";" Urban dynamics and simulation models";"71342397976593946";"2017"
