"number";"title";"id";"year"
"1";"OpenMOLE, a workflow engine specifically tailored for the distributed exploration of simulation models";"11665166017377686868";"2013"
"2";"Declarative task delegation in OpenMOLE";"9352724239543915462";"2010"
"3";"Tutorials";"1365636722280893252";"2015"
"4";"Half a billion simulations: Evolutionary algorithms and distributed computing for calibrating the SimpopLocal geographical model";"5750425554346314152";"2015"
"5";"EPIS: a grid platform to ease and optimize multi-agent simulators running";"11041966961482471336";"2011"
"6";"NetLogo, an Open Simulation Environment";"5936595480937951871";"2017"
"7";"OpenMOLE: a Workflow Engine for Distributed Medical Image Analysis";"7502488252604575971";"2014"
"8";"Modeling the co-evolution of cities and networks";"9373770629042102363";"2018"
"9";"SOF: Zero Configuration Simulation Optimization Framework on the Cloud";"3300020818438124785";"2016"
"10";"Distributed simulation optimization and parameter exploration framework for the cloud";"5678532831255814298";"2017"
"11";" Reproducible Large-Scale Neuroimaging Studies with the OpenMOLE Workflow Management System";"18248814012294141264";"2017"
"12";"Agent-Based Model Exploration";"16189080031202024733";"2015"
"13";"Using parallel computing to improve the scalability of models with BDI agents";"1162534567459567696";"2017"
"14";" Urban dynamics and simulation models";"71342397976593946";"2017"
"15";"Game-based tools to transmit freshwater ecology concepts";"9811718448683958405";"2016"
"16";"A new agent-based model to manage construction project risks–application to the crossroad of Bab El Karmadine at Tlemcen";"16245586406391535787";"2016"
"17";"An applied knowledge framework to study complex systems";"7409264294851661954";"2017"
"18";" Facilitating parameter estimation and sensitivity analysis of agent-based models: A cookbook using NetLogo and R";"18435805537433182424";"2014"
"19";"Large-scale social simulation, dealing with complexity challenges in high performance environments";"17041386231876381264";"2014"
"20";" mtk: A General-Purpose and Extensible R Environment for Uncertainty and Sensitivity Analyses of Numerical Experiments.";"8226912631937378055";"2015"
"21";" Agent-based Spatial Simulation with Netlogo, Volume 2: Advanced Concepts";"2973149826753441709";"2016"
"22";"Questions of uncertainty in geography";"8227652364381073175";"2017"
"23";" Geography far from equilibrium";"1685448238254009102";"2017"
"24";" To Develop a Database Management Tool for Multi-Agent Simulation Platform";"498487976027162127";"2015"
"25";"A grid-based multistage algorithm for parameter simulation-optimization of complex system";"4273235028552532196";"2013"
"26";"Stochastic buildings generation to assist in the design of right to build plans";"8645338169281738539";"2017"
"27";"Apports des méthodes d'exploration et de distribution appliquées à la simulation des droits à bâtir";"7114521939190935374";"2017"
"28";"Model driven reverse engineering for a grassland model with design of experiments in the context of climate change";"14300722430777720257";"2011"
"29";"Parallel stochastic simulations with rigorous distribution of pseudo‐random numbers with DistMe: Application to life science simulations";"16655472900354418000";"2012"
"30";"Modelling and analysis of complex food systems: state of the art and new trends";"6029544249413325397";"2011"
"31";"Automated processing of zebrafish imaging data: a survey";"18097246449451717808";"2013"
"32";"The GR3D model, a tool to explore the Global Repositioning Dynamics of Diadromous fish Distribution";"8331795383076944624";"2014"
"33";"R marries NetLogo: introduction to the RNetLogo package";"6832650841167464972";"2014"
"34";"Coalescing colony model: Mean-field, scaling, and geometry";"5464857210193776402";"2017"
"35";" A workflow to process 3D+ time microscopy images of developing organisms and reconstruct their cell lineage";"3401557356897008067";"2016"
"36";"Automated observation of multi-agent based simulations: a statistical analysis approach";"17875050658888571303";"2013"
"37";" Towards 3D in silico modeling of the sea urchin embryonic development";"13776562951877429077";"2014"
"38";"Movements networks in epidemiological models: integration, analysis and application to commuting movements in France";"4999054829773939398";"2013"
"39";" Toward complex models of complex systems";"8217832953306375285";"2016"
"40";"Dynamic steering of HPC scientific workflows: A survey";"6213305526046399686";"2015"
