"number";"title";"id";"year"
"1";"OpenMOLE, a workflow engine specifically tailored for the distributed exploration of simulation models";"11665166017377686868";"2013"
"2";" Facilitating parameter estimation and sensitivity analysis of agent-based models: A cookbook using NetLogo and R";"18435805537433182424";"2014"
"3";"Declarative task delegation in OpenMOLE";"9352724239543915462";"2010"
"4";"Modelling and analysis of complex food systems: state of the art and new trends";"6029544249413325397";"2011"
"5";"Half a billion simulations: Evolutionary algorithms and distributed computing for calibrating the SimpopLocal geographical model";"5750425554346314152";"2015"
"6";" Beyond corroboration: Strengthening model validation by looking for unexpected patterns";"1699663051565167789";"2015"
"7";" Growing models from the bottom up. An evaluation-based incremental modelling method (EBIMM) applied to the simulation of systems of cities";"15445287396704063108";"2015"
"8";" A new method to evaluate simulation models: the calibration profile (CP) algorithm";"15726759740229850049";"2015"
"9";"EPIS: a grid platform to ease and optimize multi-agent simulators running";"11041966961482471336";"2011"
"10";"An incremental method for building and evaluating agent-based models of systems of cities";"12956353589593082618";"2014"
"11";"Hybrid modeling of a bike-sharing transportation system";"2708762895647414578";"2015"
"12";"Models of growth for system of cities: Back to the simple";"7937597142706929524";"2016"
"13";"The GR3D model, a tool to explore the Global Repositioning Dynamics of Diadromous fish Distribution";"8331795383076944624";"2014"
"14";"Exploring Complex Models in NetLogo";"13870310663596611031";"2017"
"15";"Steady-state soil organic matter approximation model: application to the Pasture Simulation Model";"12429991350323419154";"2012"
"16";"Indirect evidence of network effects in a system of cities";"11667984635425546006";"2018"
"17";"NetLogo, an Open Simulation Environment";"5936595480937951871";"2017"
"18";"Calibration of a Density-based Model of Urban Morphogenesis";"15848250065112202064";"2017"
"19";"Game-based tools to transmit freshwater ecology concepts";"9811718448683958405";"2016"
"20";"Modeling the Co-evolution of Urban Form and Transportation Networks";"17378843593632400053";"2017"
"21";"Distributed simulation optimization and parameter exploration framework for the cloud";"5678532831255814298";"2017"
"22";"Calibrating with Multiple Criteria: A Demonstration of Dominance.";"370200192616113530";"2017"
"23";"Agent-based Modeling of Migrant Workers Residential Dynamics within a Mega-city Region: the Case of the Pearl River Delta, China";"5601018099200819035";"2017"
"24";" Reproducible Large-Scale Neuroimaging Studies with the OpenMOLE Workflow Management System";"18248814012294141264";"2017"
"25";"Agent-Based Model Exploration";"16189080031202024733";"2015"
"26";"A new agent-based model to manage construction project risks–application to the crossroad of Bab El Karmadine at Tlemcen";"16245586406391535787";"2016"
"27";"A grid-based multistage algorithm for parameter simulation-optimization of complex system";"4273235028552532196";"2013"
"28";"An Urban Morphogenesis Model Capturing Interactions between Networks and Territories";"1733317322551838105";"2018"
"29";"OpenMOLE: a Workflow Engine for Distributed Medical Image Analysis";"7502488252604575971";"2014"
"30";" Urban dynamics and simulation models";"71342397976593946";"2017"
"31";"Identification of causalities in spatio-temporal data";"7600160264293043119";"2017"
"32";"A novel three-dimensional collaborative online platform for bio-molecular modeling";"2474815062046602967";"2010"
"33";" Building Scientific Workflows on the Grid: A Comparison between OpenMole and Taverna";"907410134065770359";""
"34";"Model driven reverse engineering for a grassland model with design of experiments in the context of climate change";"14300722430777720257";"2011"
"35";"Modeling the co-evolution of cities and networks";"9373770629042102363";"2018"
"36";"SOF: Zero Configuration Simulation Optimization Framework on the Cloud";"3300020818438124785";"2016"
"37";"Simanalyzer: Automated description of groups dynamics in agent-based simulations";"8401919398052820585";"2012"
"38";"Intelligent software: the OpenMol program";"1526305999368062499";"1994"
"39";"Towards vulnerability minimization of grassland soil organic matter using metamodels";"12852671943115656971";"2014"
"40";"Indirect bibliometrics by complex network analysis";"15680610807007527494";"2016"
"41";" ENDOGENIZATION OF NETWORK TOPOLOGY IN METAMIMETIC GAMES";"13574692177148500530";"2012"
"42";"Coalescing colony model: Mean-field, scaling, and geometry";"5464857210193776402";"2017"
"43";"Parallel stochastic simulations with rigorous distribution of pseudo‐random numbers with DistMe: Application to life science simulations";"16655472900354418000";"2012"
