"number";"title";"id";"year"
"1";"OpenMOLE, a workflow engine specifically tailored for the distributed exploration of simulation models";"11665166017377686868";"2013"
"2";"Declarative task delegation in OpenMOLE";"9352724239543915462";"2010"
"3";"Intelligent software: the OpenMol program";"1526305999368062499";"1994"
"4";"Half a billion simulations: Evolutionary algorithms and distributed computing for calibrating the SimpopLocal geographical model";"5750425554346314152";"2015"
"5";"Tutorials";"1365636722280893252";"2015"
"6";"Models of growth for system of cities: Back to the simple";"7937597142706929524";"2016"
"7";"Exploring Complex Models in NetLogo";"13870310663596611031";"2017"
"8";"An applied knowledge framework to study complex systems";"7409264294851661954";"2017"
"9";"NetLogo, an Open Simulation Environment";"5936595480937951871";"2017"
"10";"OpenMOLE: a Workflow Engine for Distributed Medical Image Analysis";"7502488252604575971";"2014"
"11";" Beyond corroboration: Strengthening model validation by looking for unexpected patterns";"1699663051565167789";"2015"
"12";" Reproducible Large-Scale Neuroimaging Studies with the OpenMOLE Workflow Management System";"18248814012294141264";"2017"
"13";" Building Scientific Workflows on the Grid: A Comparison between OpenMole and Taverna";"907410134065770359";""
"14";"Distributed simulation optimization and parameter exploration framework for the cloud";"5678532831255814298";"2017"
"15";"Modeling the Co-evolution of Urban Form and Transportation Networks";"17378843593632400053";"2017"
"16";"Agent-Based Model Exploration";"16189080031202024733";"2015"
"17";"An Urban Morphogenesis Model Capturing Interactions between Networks and Territories";"1733317322551838105";"2018"
"18";"Indirect evidence of network effects in a system of cities";"11667984635425546006";"2018"
"19";"SOF: Zero Configuration Simulation Optimization Framework on the Cloud";"3300020818438124785";"2016"
"20";"Parallel stochastic simulations with rigorous distribution of pseudo‐random numbers with DistMe: Application to life science simulations";"16655472900354418000";"2012"
"21";" mtk: A General-Purpose and Extensible R Environment for Uncertainty and Sensitivity Analyses of Numerical Experiments.";"8226912631937378055";"2015"
"22";"Steady-state soil organic matter approximation model: application to the Pasture Simulation Model";"12429991350323419154";"2012"
"23";" A new method to evaluate simulation models: the calibration profile (CP) algorithm";"15726759740229850049";"2015"
"24";"Game-based tools to transmit freshwater ecology concepts";"9811718448683958405";"2016"
"25";" Facilitating parameter estimation and sensitivity analysis of agent-based models: A cookbook using NetLogo and R";"18435805537433182424";"2014"
"26";"EPIS: a grid platform to ease and optimize multi-agent simulators running";"11041966961482471336";"2011"
"27";"Large-scale social simulation, dealing with complexity challenges in high performance environments";"17041386231876381264";"2014"
"28";" Growing models from the bottom up. An evaluation-based incremental modelling method (EBIMM) applied to the simulation of systems of cities";"15445287396704063108";"2015"
"29";"Deep embedding of program languages";"10210277711334821623";"2012"
"30";"R marries NetLogo: introduction to the RNetLogo package";"6832650841167464972";"2014"
"31";"A new agent-based model to manage construction project risks–application to the crossroad of Bab El Karmadine at Tlemcen";"16245586406391535787";"2016"
"32";"Model driven reverse engineering for a grassland model with design of experiments in the context of climate change";"14300722430777720257";"2011"
"33";"An incremental method for building and evaluating agent-based models of systems of cities";"12956353589593082618";"2014"
"34";"A grid-based multistage algorithm for parameter simulation-optimization of complex system";"4273235028552532196";"2013"
"35";" Urban dynamics and simulation models";"71342397976593946";"2017"
"36";"Multicenter Studies of Brain Morphometry";"872242970896531736";"2018"
"37";"Identification of causalities in spatio-temporal data";"7600160264293043119";"2017"
"38";" A workflow to process 3D+ time microscopy images of developing organisms and reconstruct their cell lineage";"3401557356897008067";"2016"
"39";"Automated processing of zebrafish imaging data: a survey";"18097246449451717808";"2013"
"40";"Modelling and analysis of complex food systems: state of the art and new trends";"6029544249413325397";"2011"
"41";"Dynamic steering of HPC scientific workflows: A survey";"6213305526046399686";"2015"
"42";" Geography far from equilibrium";"1685448238254009102";"2017"
"43";" Agent-based Spatial Simulation with Netlogo, Volume 2: Advanced Concepts";"2973149826753441709";"2016"
"44";" Towards 3D in silico modeling of the sea urchin embryonic development";"13776562951877429077";"2014"
