"number";"title";"id";"year"
"1";"OpenMOLE, a workflow engine specifically tailored for the distributed exploration of simulation models";"11665166017377686868";"2013"
"2";"Half a billion simulations: Evolutionary algorithms and distributed computing for calibrating the SimpopLocal geographical model";"5750425554346314152";"2015"
"3";"Declarative task delegation in OpenMOLE";"9352724239543915462";"2010"
"4";" A new method to evaluate simulation models: the calibration profile (CP) algorithm";"15726759740229850049";"2015"
"5";"Parallel multiobjective evolutionary algorithms";"15177765814743892702";"2015"
"6";"Optimal viable path search for a cheese ripening process using a multi-objective EA.";"6692114317104736749";"2010"
"7";"Exploring Complex Models in NetLogo";"13870310663596611031";"2017"
"8";" Beyond corroboration: Strengthening model validation by looking for unexpected patterns";"1699663051565167789";"2015"
"9";"Modelling and analysis of complex food systems: state of the art and new trends";"6029544249413325397";"2011"
"10";"An applied knowledge framework to study complex systems";"7409264294851661954";"2017"
"11";"The complex system science for optimal strategy of management of a food system: the camembert cheese ripening";"7812175105402305066";"2011"
"12";"A grid-based multistage algorithm for parameter simulation-optimization of complex system";"4273235028552532196";"2013"
"13";" The complex system science for optimal strategy of management of a food system: the camembert cheese ripening";"12829055590934484431";""
"14";" Reproducible Large-Scale Neuroimaging Studies with the OpenMOLE Workflow Management System";"18248814012294141264";"2017"
"15";" Growing models from the bottom up. An evaluation-based incremental modelling method (EBIMM) applied to the simulation of systems of cities";"15445287396704063108";"2015"
"16";"Stochastic buildings generation to assist in the design of right to build plans";"8645338169281738539";"2017"
"17";"Modeling the co-evolution of cities and networks";"9373770629042102363";"2018"
"18";"An incremental method for building and evaluating agent-based models of systems of cities";"12956353589593082618";"2014"
"19";"Distribution of random streams for simulation practitioners";"7702865746285108345";"2013"
"20";" Facilitating parameter estimation and sensitivity analysis of agent-based models: A cookbook using NetLogo and R";"18435805537433182424";"2014"
"21";"Distributed simulation optimization and parameter exploration framework for the cloud";"5678532831255814298";"2017"
"22";"SOF: Zero Configuration Simulation Optimization Framework on the Cloud";"3300020818438124785";"2016"
"23";"Indirect evidence of network effects in a system of cities";"11667984635425546006";"2018"
"24";" Urban dynamics and simulation models";"71342397976593946";"2017"
"25";" High Performance Computing";"5938934037256783432";"2010"
"26";"Developmental design of synthetic bacterial architectures by morphogenetic engineering";"8159008038217381857";"2016"
"27";"Algorithmes évolutionnaires sur grille de calcul pour le calibrage de modéles géographiques";"6879403270247345183";"2012"
"28";"Towards a Theory of Co-evolutive Networked Territorial Systems: Insights from Transportation Governance Modeling in Pearl River Delta, China";"16057638674660007541";"2016"
"29";"Simanalyzer: Automated description of groups dynamics in agent-based simulations";"8401919398052820585";"2012"
"30";"Calibrating with Multiple Criteria: A Demonstration of Dominance.";"370200192616113530";"2017"
"31";"Tutorials";"1365636722280893252";"2015"
"32";"Intelligent software: the OpenMol program";"1526305999368062499";"1994"
"33";"NetLogo, an Open Simulation Environment";"5936595480937951871";"2017"
"34";" Agent-based Spatial Simulation with Netlogo, Volume 2: Advanced Concepts";"2973149826753441709";"2016"
"35";" Utilisation de EGI par la communauté des modélisateurs en systèmes complexes";"13086277835566249443";"2011"
"36";"Models of growth for system of cities: Back to the simple";"7937597142706929524";"2016"
"37";"Using clouds to provide grids with higher levels of abstraction and explicit support for usage modes";"9654412800645149570";"2009"
"38";"R marries NetLogo: introduction to the RNetLogo package";"6832650841167464972";"2014"
"39";" High-Performance Computing and Networking: International Conference and Exhibition, Munich, Germany, April 18-20, 1994. Proceedings. Volume 2 …";"3703306012522441131";"1994"
"40";"Automated processing of zebrafish imaging data: a survey";"18097246449451717808";"2013"
