"number";"title";"id";"year"
"1";"Cognitive design elements to support the construction of a mental model during software exploration";"5951169391697950957";"1999"
"2";"Automatic performance model construction for the fast software exploration of new hardware designs";"7349888237863145289";"2006"
"3";"The Integrated Genome Browser: free software for distribution and exploration of genome-scale datasets";"9662180757992202615";"2009"
"4";"Open source software and the “private-collective” innovation model: Issues for organization science";"14349810808994983066";"2003"
"5";"Using simulation to design extremescale applications and architectures: programming model exploration";"12881696059470997062";"2011"
"6";"Capability maturity model for software";"1862522283408531974";"1993"
"7";"An exploration of the relationship between software development process maturity and project performance";"16539114896764783257";"2004"
"8";" Gephi: an open source software for exploring and manipulating networks.";"692893633449340225";"2009"
"9";"Stuart City Trend, Lower Cretaceous, South Texas: a carbonate shelf-margin model for hydrocarbon exploration";"12715060892263554389";"1974"
"10";" MetaWin: statistical software for meta-analysis";"4314553219883278502";"2000"
"11";"MEGA4: molecular evolutionary genetics analysis (MEGA) software version 4.0";"8480751610153565117";"2007"
"12";"Stereo vision and rover navigation software for planetary exploration";"13306398091830182032";"2002"
"13";"Model exploration with temporal logic query checking";"16834784091631339876";"2002"
"14";"ORION 2.0: A fast and accurate NoC power and area model for early-stage design space exploration";"13432918967794416029";"2009"
"15";"Model-integrated development of embedded software";"708376787572782437";"2003"
"16";"Bogor: an extensible and highly-modular software model checking framework";"2471707337771431322";"2003"
"17";"Dynamic partial-order reduction for model checking software";"13602199458343483910";"2005"
"18";"Temporal logic query checking: A tool for model exploration";"4390720292368232362";"2003"
"19";"Tesseract: Interactive visual exploration of socio-technical relationships in software development";"9051250874315113159";"2009"
"20";"Hardware software partitioning with integrated hardware design space exploration";"7453886620558532890";"1998"
"21";" Systems and software verification: model-checking techniques and tools";"12084227213603060839";"2013"
"22";"Software model checking";"3692251765652223781";"2009"
"23";"Constraint-based design-space exploration and model synthesis";"10101532204032888997";"2003"
"24";"A model-driven framework for guided design space exploration";"9489273458280626796";"2015"
"25";" Exploration of a plant architecture database with the AMAPmod software illustrated on an apple tree hybrid family";"2892268805037005985";"1999"
