"number";"title";"id";"year"
"1";" Overview, Results and Conclusions for the EPRI Plume Model Validation and Development Project, Plains Site";"2590024809587869482";"1983"
"2";"Evaluating the use of “goodness‐of‐fit” measures in hydrologic and hydroclimatic model validation";"9672099069731698229";"1999"
"3";"A nonhydrostatic version of the Penn State–NCAR mesoscale model: Validation tests and simulation of an Atlantic cyclone and cold front";"6190978442924747269";"1993"
"4";" Model-based analysis of oligonucleotide arrays: model validation, design issues and standard error application";"14898876258557446438";"2001"
"5";"Model selection and validation for yield trials with interaction";"17924944545545098499";"1988"
"6";"Land-cover change model validation by an ROC method for the Ipswich watershed, Massachusetts, USA";"7003745109627603810";"2001"
"7";"Model validation for the August 10, 1996 WSCC system outage";"7942758534985955053";"1999"
"8";"Dynamic models and model validation for PEM fuel cells using electrical circuits";"6980822697790964349";"2005"
"9";"A time-domain approach to model validation";"4825208934905893307";"1994"
"10";"Model validation: A connection between robust control and identification";"10742093498307204747";"1992"
"11";"… analysis of cortical event-related potentials by adaptive multivariate autoregressive modeling: data preprocessing, model validation, and variability assessment";"16208516106789919170";"2000"
"12";"FACES IV and the circumplex model: Validation study";"13427253267777296553";"2011"
"13";"Coupling an advanced land surface–hydrology model with the Penn State–NCAR MM5 modeling system. Part II: Preliminary model validation";"14231675819128355991";"2001"
"14";"Using first-order logic for product line model validation";"1696753529494171373";"2002"
"15";"A population pharmacokinetic model for docetaxel (Taxotere®): Model building and validation";"17694510625531855042";"1996"
"16";"Philosophical roots of model validation: two paradigms";"12753539324718444887";"1990"
"17";"Model validation in operations research";"4458513399511577148";"1983"
"18";"Simulation model verification and validation: increasing the users' confidence";"6762758812974302519";"1997"
"19";"Principles of simulation model validation, verification, and testing";"11257369701924160389";"1994"
"20";"Validation of the CORE Diabetes Model against epidemiological and clinical studies";"5833766366240661980";"2004"
"21";" STICS: a generic model for simulating crops and their water and nitrogen balances. II. Model validation for wheat and maize";"17407390647453055790";"2002"
"22";"Three-dimensional human head finite-element model validation against two experimental impacts";"18001519833245397478";"1999"
"23";"The asymptotic local approach to change detection and model validation";"2864003584943063628";"1987"
"24";"Model validation by permutation tests: applications to variable selection";"16349058116317275861";"1996"
"25";"Validation of qualitative models of genetic regulatory networks by model checking: analysis of the nutritional stress response in Escherichia coli";"13697837830040934614";"2005"
"26";"Nonlinear model validation using correlation tests";"4373170441163641711";"1994"
"27";"Supply chain partnerships: model validation and implementation";"3441946407802500536";"2004"
"28";"A three-dimensional motion model of loads on the lumbar spine: II. Model validation";"6151549220057154294";"1991"
"29";"Combustion turbine dynamic model validation from tests";"2277220194178088522";"1993"
"30";" Climate modelling, climate prediction and model validation";"15116455120157174700";"1992"
"31";"Computer model validation with functional output";"17351810279505046500";"2007"
"32";"Validation of a 3D anatomic human head model and replication of head impact in motorcycle accident by finite element modeling";"18441367998874600661";"1997"
"33";"Model validation of biological pathways using Petri nets—demonstrated for apoptosis";"5674288110008863705";"2004"
"34";" Benchmarking quantitative default risk models: a validation methodology";"3972388413127792837";""
"35";" Model verification and validation";"2418760055160989630";"2005"
"36";"Model validation using equivalence tests";"16870707013158697013";"2004"
"37";"Time-varying system identification and model validation using wavelets";"16416960511541353573";"1993"
"38";"Model validation and crop coefficients for irrigation scheduling in the North China Plain";"9784801756671268068";"1998"
"39";"Robust state estimation and model validation for discrete-time uncertain systems with a deterministic description of noise and uncertainty";"9363371395426212159";"1998"
"40";"Reducing over-optimism in variable selection by cross-model validation";"12800639748149389769";"2006"
"41";"Hydro turbine-governor model validation in pacific northwest";"11883367208717536182";"2004"
"42";"Model validation of a 3D simulation of dislocation dynamics: discretization and line tension effects";"10182825728629948117";"1992"
"43";" Measurement and data analysis methods for field‐scale wind erosion studies and model validation";"5669359817144902225";"2003"
"44";"Investigation of the dynamics of microend milling—part II: model validation and interpretation";"12522058772936506119";"2006"
"45";" … regression and multifactor dimensionality reduction for detecting gene-gene interactions on risk of myocardial infarction: the importance of model validation";"15221415143859006185";"2004"
"46";"Fuzzy model validation using the local statistical approach";"12991650092096299437";"2009"
"47";"Three-dimensional quantitative structure-activity relationships of dioxins and dioxin-like compounds: model validation and Ah receptor characterization";"3745944594511372532";"1995"
"48";"Model validation in soft systems practice";"5250962385285822721";"1995"
"49";" Model validation and model error modeling";"8378368868785993961";"1999"
"50";"The role of the postaudit in model validation";"14498900609867724317";"1992"
