"number";"title";"id";"year"
"1";"OpenMOLE, a workflow engine specifically tailored for the distributed exploration of simulation models";"11665166017377686868";"2013"
"2";"Half a billion simulations: Evolutionary algorithms and distributed computing for calibrating the SimpopLocal geographical model";"5750425554346314152";"2015"
"3";" A new method to evaluate simulation models: the calibration profile (CP) algorithm";"15726759740229850049";"2015"
"4";" Facilitating parameter estimation and sensitivity analysis of agent-based models: A cookbook using NetLogo and R";"18435805537433182424";"2014"
"5";"Models of growth for system of cities: Back to the simple";"7937597142706929524";"2016"
"6";" Beyond corroboration: Strengthening model validation by looking for unexpected patterns";"1699663051565167789";"2015"
"7";"An incremental method for building and evaluating agent-based models of systems of cities";"12956353589593082618";"2014"
"8";"Hybrid modeling of a bike-sharing transportation system";"2708762895647414578";"2015"
"9";" Growing models from the bottom up. An evaluation-based incremental modelling method (EBIMM) applied to the simulation of systems of cities";"15445287396704063108";"2015"
"10";"Exploring Complex Models in NetLogo";"13870310663596611031";"2017"
"11";"Calibration of a Density-based Model of Urban Morphogenesis";"15848250065112202064";"2017"
"12";"Calibrating with Multiple Criteria: A Demonstration of Dominance.";"370200192616113530";"2017"
"13";"Agent-based Modeling of Migrant Workers Residential Dynamics within a Mega-city Region: the Case of the Pearl River Delta, China";"5601018099200819035";"2017"
"14";"Modeling the Co-evolution of Urban Form and Transportation Networks";"17378843593632400053";"2017"
"15";"Towards a Theory of Co-evolutive Networked Territorial Systems: Insights from Transportation Governance Modeling in Pearl River Delta, China";"16057638674660007541";"2016"
"16";" Reproducible Large-Scale Neuroimaging Studies with the OpenMOLE Workflow Management System";"18248814012294141264";"2017"
"17";"Game-based tools to transmit freshwater ecology concepts";"9811718448683958405";"2016"
"18";"Modeling the co-evolution of cities and networks";"9373770629042102363";"2018"
"19";"Indirect evidence of network effects in a system of cities";"11667984635425546006";"2018"
"20";" Urban dynamics and simulation models";"71342397976593946";"2017"
"21";" Building Scientific Workflows on the Grid: A Comparison between OpenMole and Taverna";"907410134065770359";""
"22";"An Urban Morphogenesis Model Capturing Interactions between Networks and Territories";"1733317322551838105";"2018"
"23";"Stochastic buildings generation to assist in the design of right to build plans";"8645338169281738539";"2017"
"24";"An applied knowledge framework to study complex systems";"7409264294851661954";"2017"
"25";"The GR3D model, a tool to explore the Global Repositioning Dynamics of Diadromous fish Distribution";"8331795383076944624";"2014"
"26";" To Develop a Database Management Tool for Multi-Agent Simulation Platform";"498487976027162127";"2015"
"27";"Algorithmes évolutionnaires sur grille de calcul pour le calibrage de modéles géographiques";"6879403270247345183";"2012"
"28";" Toward complex models of complex systems";"8217832953306375285";"2016"
"29";"Agent-Based Model Exploration";"16189080031202024733";"2015"
"30";"A new agent-based model to manage construction project risks–application to the crossroad of Bab El Karmadine at Tlemcen";"16245586406391535787";"2016"
"31";"Génération de données synthétiques corrélées";"12922071264479613185";"2016"
"32";"Variabilité démographique et adaptation de la gestion aux changements climatiques en forêt de montagne: calibration par Calcul Bayésien Approché et projection …";"14497192810943800687";"2016"
"33";"R marries NetLogo: introduction to the RNetLogo package";"6832650841167464972";"2014"
"34";"A grid-based multistage algorithm for parameter simulation-optimization of complex system";"4273235028552532196";"2013"
"35";"Questions of uncertainty in geography";"8227652364381073175";"2017"
"36";" mtk: A General-Purpose and Extensible R Environment for Uncertainty and Sensitivity Analyses of Numerical Experiments.";"8226912631937378055";"2015"
"37";" Agent-based Spatial Simulation with Netlogo, Volume 2: Advanced Concepts";"2973149826753441709";"2016"
"38";"Data-centric iteration in dynamic workflows";"12939673326353368649";"2015"
"39";"De la singularité en géographie";"12539903486707291352";"2017"
"40";"Construction et évaluation d'un modèle de simulation dans un contexte interdisciplinaire";"10159081895350612150";"2015"
