"number";"title";"id";"year"
"1";"Declarative task delegation in OpenMOLE";"9352724239543915462";"2010"
"2";"Intelligent software: the OpenMol program";"1526305999368062499";"1994"
"3";"OpenMOLE, a workflow engine specifically tailored for the distributed exploration of simulation models";"11665166017377686868";"2013"
"4";"Parallel stochastic simulations with rigorous distribution of pseudo‐random numbers with DistMe: Application to life science simulations";"16655472900354418000";"2012"
"5";"Efficacy analysis of a SDN-enhanced resource management system through NAS parallel benchmarks";"4143098091699698049";"2014"
"6";"Tutorials";"1365636722280893252";"2015"
"7";"Parallel multiobjective evolutionary algorithms";"15177765814743892702";"2015"
"8";"Half a billion simulations: Evolutionary algorithms and distributed computing for calibrating the SimpopLocal geographical model";"5750425554346314152";"2015"
"9";"Distribution of random streams for simulation practitioners";"7702865746285108345";"2013"
"10";"OpenMOLE: a Workflow Engine for Distributed Medical Image Analysis";"7502488252604575971";"2014"
"11";" Building Scientific Workflows on the Grid: A Comparison between OpenMole and Taverna";"907410134065770359";""
"12";"Using parallel computing to improve the scalability of models with BDI agents";"1162534567459567696";"2017"
"13";"The complex system science for optimal strategy of management of a food system: the camembert cheese ripening";"7812175105402305066";"2011"
"14";"Parallel analysis of time series data";"12345084526197536108";"2010"
"15";" Reproducible Large-Scale Neuroimaging Studies with the OpenMOLE Workflow Management System";"18248814012294141264";"2017"
"16";" The complex system science for optimal strategy of management of a food system: the camembert cheese ripening";"12829055590934484431";""
"17";" High Performance Computing";"5938934037256783432";"2010"
"18";"How to correctly deal with pseudorandom numbers in manycore environments: Application to GPU programming with Shoverand";"1244871432579400239";"2012"
"19";"A distributed model for automated diagnosis of whole-slide H&E stained prostate tissue images";"13806802109934122790";"2017"
"20";"Large-scale social simulation, dealing with complexity challenges in high performance environments";"17041386231876381264";"2014"
"21";"EPIS: a grid platform to ease and optimize multi-agent simulators running";"11041966961482471336";"2011"
"22";"Contributions to parallel stochastic simulation: Application of good software engineering practices to the distribution of pseudorandom streams in hybrid Monte-Carlo …";"4809593535313479575";"2013"
"23";"Optimal viable path search for a cheese ripening process using a multi-objective EA.";"6692114317104736749";"2010"
"24";"Distributed simulation optimization and parameter exploration framework for the cloud";"5678532831255814298";"2017"
"25";" A workflow to process 3D+ time microscopy images of developing organisms and reconstruct their cell lineage";"3401557356897008067";"2016"
"26";"Automated processing of zebrafish imaging data: a survey";"18097246449451717808";"2013"
"27";" Beyond corroboration: Strengthening model validation by looking for unexpected patterns";"1699663051565167789";"2015"
"28";"Data-centric iteration in dynamic workflows";"12939673326353368649";"2015"
"29";"Using abstract nodes to test the behavior of a dynamic system";"76544329669996587";"2017"
"30";"SOF: Zero Configuration Simulation Optimization Framework on the Cloud";"3300020818438124785";"2016"
"31";"Artificial intelligence support for computational chemistry";"5447560889806594795";"1997"
"32";" e-Science and the Grid";"7782483191154292999";"2004"
"33";"Visualization of solvation structures in liquid mixtures";"9109800777518659695";"1997"
"34";" AMOSSWEB: ab initio molecular orbital calculation service system in the world-wide web environment";"13438315584874888168";""
"35";"An Urban Morphogenesis Model Capturing Interactions between Networks and Territories";"1733317322551838105";"2018"
"36";"Dynamic steering of HPC scientific workflows: A survey";"6213305526046399686";"2015"
"37";"Data reduction in scientific workflows using provenance monitoring and user steering";"1867186822319577156";"2017"
"38";"A grid-based multistage algorithm for parameter simulation-optimization of complex system";"4273235028552532196";"2013"
"39";"Exploring Complex Models in NetLogo";"13870310663596611031";"2017"
"40";"Chapitre 23. Simulations stochastiques et calcul à haute performance: la «parallélisation» des générateurs de nombres pseudo-aléatoires";"874906274318054399";"2014"
"41";"R marries NetLogo: introduction to the RNetLogo package";"6832650841167464972";"2014"
"42";"XML-based data model and architecture for a knowledge-based grid-enabled problem-solving environment for high-throughput biological imaging";"18404317892902961650";"2008"
